code_region;nom_region;code_regroupe_scian;tri;nom_industrie;codes_scian;emploi_arrondi_2020;Taux_de_croissance_annuel_moyen_2021_2025
475;Saguenay-Lac-Saint-Jean;38;42;Arts, spectacles et loisirs;71;1700;1.8
475;Saguenay-Lac-Saint-Jean;39;43;Hébergement et restauration;72;5500;2.3
475;Saguenay-Lac-Saint-Jean;40;44;Autres services (sauf les administrations publiques);81;6100;2.5
475;Saguenay-Lac-Saint-Jean;41;45;Administrations publiques;91;6300;0.3
475;Saguenay-Lac-Saint-Jean;BD;14;Biens durables;;12600;2.7
475;Saguenay-Lac-Saint-Jean;BN;7;Biens non Durables;;2300;0.5
475;Saguenay-Lac-Saint-Jean;CO;25;Commerce;;19000;-0.7
475;Saguenay-Lac-Saint-Jean;FB;6;Fabrication;;14900;2.2
480;Côte-Nord & Nord-du-QC;0;0;Total;Total;50300;1.6
480;Côte-Nord & Nord-du-QC;1;1;Agriculture, pêche et chasse;111A, 1114, 112A, 1125, 114, 115A;;0
480;Côte-Nord & Nord-du-QC;2;2;Foresterie et Exploitation forestière;113, 1153;;0
480;Côte-Nord & Nord-du-QC;3;3;Extraction minière;21;3700;0.9
480;Côte-Nord & Nord-du-QC;4;4;Services publics;22;;0
480;Côte-Nord & Nord-du-QC;5;5;Construction;23;2400;2.3
480;Côte-Nord & Nord-du-QC;6;8;Aliments, boissons et tabac;311, 312;;0
480;Côte-Nord & Nord-du-QC;7;9;Textiles et produits textiles et Vêtements et produits en cuir;313, 314, 315, 316;;0
480;Côte-Nord & Nord-du-QC;8;10;Papier;322;;0
480;Côte-Nord & Nord-du-QC;9;11;Impression et activités connexes de soutien;323;;0
480;Côte-Nord & Nord-du-QC;10;12;Pétrole, charbon et produits chimiques;324, 325;;0
480;Côte-Nord & Nord-du-QC;11;13;Produits en plastique et en caoutchouc;326;;0
480;Côte-Nord & Nord-du-QC;12;15;Produits en bois;321;1600;3.5
480;Côte-Nord & Nord-du-QC;13;16;Produits minéraux non métalliques;327;;0
480;Côte-Nord & Nord-du-QC;14;17;Première transformation des métaux;331;2700;2.1
480;Côte-Nord & Nord-du-QC;15;18;Produits métalliques;332;;0
480;Côte-Nord & Nord-du-QC;16;19;Machines;333;;0
480;Côte-Nord & Nord-du-QC;17;20;Produits informatiques, électroniques et électriques;334, 335;;0
480;Côte-Nord & Nord-du-QC;18;21;Produits aérospatiaux et leurs pièces;3364;;0
480;Côte-Nord & Nord-du-QC;19;22;Autres matériel de transport;336 (excluant 3364);;0
480;Côte-Nord & Nord-du-QC;20;23;Meubles et produits connexes;337;;0
480;Côte-Nord & Nord-du-QC;21;24;Activités diverses de fabrication;339;;0
480;Côte-Nord & Nord-du-QC;22;26;Commerce de gros;41;;0
480;Côte-Nord & Nord-du-QC;23;27;Commerce de détail;44, 45;6700;0.4
480;Côte-Nord & Nord-du-QC;24;28;Transport et entreposage;48, 49;4000;0.7
480;Côte-Nord & Nord-du-QC;25;29;Finances;521, 522, 52A;;0
480;Côte-Nord & Nord-du-QC;26;30;Sociétés d'assurance et activités connexes;524;;0
480;Côte-Nord & Nord-du-QC;27;31;Services immobiliers et services de location et de location à bail;53;;0
480;Côte-Nord & Nord-du-QC;28;32;Services juridiques et de comptabilité;5411, 5412;;0
480;Côte-Nord & Nord-du-QC;29;33;Architecture, génie et services connexes et services spécialisés de design;5413, 5414;;0
480;Côte-Nord & Nord-du-QC;30;34;Conception de systèmes informatiques et services connexes;5415;;0
480;Côte-Nord & Nord-du-QC;31;35;Services de conseils en gestion et de conseils scientifiques et techniques ET Services de recherche et de développement scientifiques;5416, 5417;;0
480;Côte-Nord & Nord-du-QC;32;36;Publicité, relations publiques et services connexes ET Autres services professionnels, scientifiques et techniques;5418, 5419;;0
480;Côte-Nord & Nord-du-QC;33;37;Gestion de sociétés et d'entreprises ET Services administratifs, de soutien et autres;55, 56;1500;1.3
480;Côte-Nord & Nord-du-QC;34;38;Services d'enseignement;61;3300;1.2
480;Côte-Nord & Nord-du-QC;35;39;Soins de santé;621,  622, 623;6200;1.9
480;Côte-Nord & Nord-du-QC;36;40;Assistance sociale;624;2400;1.1
480;Côte-Nord & Nord-du-QC;37;41;Industrie de l'information et industrie culturelle;51;;0
480;Côte-Nord & Nord-du-QC;38;42;Arts, spectacles et loisirs;71;;0
480;Côte-Nord & Nord-du-QC;39;43;Hébergement et restauration;72;3000;3.7
480;Côte-Nord & Nord-du-QC;40;44;Autres services (sauf les administrations publiques);81;2400;3.1
480;Côte-Nord & Nord-du-QC;41;45;Administrations publiques;91;2700;0.5
480;Côte-Nord & Nord-du-QC;BD;14;Biens durables;;4900;2.9
480;Côte-Nord & Nord-du-QC;BN;7;Biens non Durables;;;0
480;Côte-Nord & Nord-du-QC;CO;25;Commerce;;7300;0.9
480;Côte-Nord & Nord-du-QC;FB;6;Fabrication;;5800;2.9
498;RMR Québec;0;0;Total;Total;420100;1.8
498;RMR Québec;1;1;Agriculture, pêche et chasse;111A, 1114, 112A, 1125, 114, 115A;;0
498;RMR Québec;2;2;Foresterie et Exploitation forestière;113, 1153;;0
498;RMR Québec;3;3;Extraction minière;21;;0
498;RMR Québec;4;4;Services publics;22;1700;1.1
498;RMR Québec;5;5;Construction;23;25200;1.7
498;RMR Québec;6;8;Aliments, boissons et tabac;311, 312;6600;1.2
498;RMR Québec;7;9;Textiles et produits textiles et Vêtements et produits en cuir;313, 314, 315, 316;;0
498;RMR Québec;8;10;Papier;322;;0
498;RMR Québec;9;11;Impression et activités connexes de soutien;323;;0
498;RMR Québec;10;12;Pétrole, charbon et produits chimiques;324, 325;1600;3.5
498;RMR Québec;11;13;Produits en plastique et en caoutchouc;326;;0
498;RMR Québec;12;15;Produits en bois;321;;0
498;RMR Québec;13;16;Produits minéraux non métalliques;327;;0
498;RMR Québec;14;17;Première transformation des métaux;331;;0
498;RMR Québec;15;18;Produits métalliques;332;2800;2.1
498;RMR Québec;16;19;Machines;333;;0
498;RMR Québec;17;20;Produits informatiques, électroniques et électriques;334, 335;4300;3.5
498;RMR Québec;18;21;Produits aérospatiaux et leurs pièces;3364;;0
498;RMR Québec;19;22;Autres matériel de transport;336 (excluant 3364);1700;2.2
498;RMR Québec;20;23;Meubles et produits connexes;337;2000;2.8
498;RMR Québec;21;24;Activités diverses de fabrication;339;2200;2.6
498;RMR Québec;22;26;Commerce de gros;41;14300;0.6
498;RMR Québec;23;27;Commerce de détail;44, 45;56500;1
498;RMR Québec;24;28;Transport et entreposage;48, 49;20200;1.9
498;RMR Québec;25;29;Finances;521, 522, 52A;13100;1.9
498;RMR Québec;26;30;Sociétés d'assurance et activités connexes;524;18500;3.9
498;RMR Québec;27;31;Services immobiliers et services de location et de location à bail;53;5800;1.3
498;RMR Québec;28;32;Services juridiques et de comptabilité;5411, 5412;5600;2.4
498;RMR Québec;29;33;Architecture, génie et services connexes et services spécialisés de design;5413, 5414;7700;2.7
498;RMR Québec;30;34;Conception de systèmes informatiques et services connexes;5415;12900;2.9
498;RMR Québec;31;35;Services de conseils en gestion et de conseils scientifiques et techniques ET Services de recherche et de développement scientifiques;5416, 5417;7100;3.2
498;RMR Québec;32;36;Publicité, relations publiques et services connexes ET Autres services professionnels, scientifiques et techniques;5418, 5419;1500;1.3
498;RMR Québec;33;37;Gestion de sociétés et d'entreprises ET Services administratifs, de soutien et autres;55, 56;14300;2.3
498;RMR Québec;34;38;Services d'enseignement;61;32200;1.2
498;RMR Québec;35;39;Soins de santé;621,  622, 623;48400;1.3
498;RMR Québec;36;40;Assistance sociale;624;14700;0.5
498;RMR Québec;37;41;Industrie de l'information et industrie culturelle;51;3200;3.5
498;RMR Québec;38;42;Arts, spectacles et loisirs;71;6400;4.8
498;RMR Québec;39;43;Hébergement et restauration;72;18100;3
498;RMR Québec;40;44;Autres services (sauf les administrations publiques);81;13900;2.5
498;RMR Québec;41;45;Administrations publiques;91;47100;1.6
498;RMR Québec;BD;14;Biens durables;;16700;2.2
498;RMR Québec;BN;7;Biens non Durables;;11900;1.8
498;RMR Québec;CO;25;Commerce;;70800;0.9
498;RMR Québec;FB;6;Fabrication;;28600;2
499;RMR Montréal;0;0;Total;Total;2145900;2
499;RMR Montréal;1;1;Agriculture, pêche et chasse;111A, 1114, 112A, 1125, 114, 115A;4100;1.9
499;RMR Montréal;2;2;Foresterie et Exploitation forestière;113, 1153;;0
499;RMR Montréal;3;3;Extraction minière;21;3000;3.1
499;RMR Montréal;4;4;Services publics;22;13200;1.2
499;RMR Montréal;5;5;Construction;23;119600;1.7
499;RMR Montréal;6;8;Aliments, boissons et tabac;311, 312;37400;1.7
499;RMR Montréal;7;9;Textiles et produits textiles et Vêtements et produits en cuir;313, 314, 315, 316;13200;1.8
499;RMR Montréal;8;10;Papier;322;9200;1.5
499;RMR Montréal;9;11;Impression et activités connexes de soutien;323;6400;0.9
499;RMR Montréal;10;12;Pétrole, charbon et produits chimiques;324, 325;21000;1.5
499;RMR Montréal;11;13;Produits en plastique et en caoutchouc;326;13000;1.5
499;RMR Montréal;12;15;Produits en bois;321;8000;0.2
499;RMR Montréal;13;16;Produits minéraux non métalliques;327;5700;3.3
499;RMR Montréal;14;17;Première transformation des métaux;331;6700;3.1
499;RMR Montréal;15;18;Produits métalliques;332;13900;4.6
499;RMR Montréal;16;19;Machines;333;14100;4.2
499;RMR Montréal;17;20;Produits informatiques, électroniques et électriques;334, 335;26100;1.8
499;RMR Montréal;18;21;Produits aérospatiaux et leurs pièces;3364;27000;2.1
499;RMR Montréal;19;22;Autres matériel de transport;336 (excluant 3364);9200;4.6
499;RMR Montréal;20;23;Meubles et produits connexes;337;7600;3.2
499;RMR Montréal;21;24;Activités diverses de fabrication;339;12800;2.7
499;RMR Montréal;22;26;Commerce de gros;41;89300;1.2
499;RMR Montréal;23;27;Commerce de détail;44, 45;250300;0.9
499;RMR Montréal;24;28;Transport et entreposage;48, 49;128900;2
499;RMR Montréal;25;29;Finances;521, 522, 52A;87100;1.7
499;RMR Montréal;26;30;Sociétés d'assurance et activités connexes;524;36600;3.3
499;RMR Montréal;27;31;Services immobiliers et services de location et de location à bail;53;35100;0.8
499;RMR Montréal;28;32;Services juridiques et de comptabilité;5411, 5412;48000;2.5
499;RMR Montréal;29;33;Architecture, génie et services connexes et services spécialisés de design;5413, 5414;50200;2.7
499;RMR Montréal;30;34;Conception de systèmes informatiques et services connexes;5415;80500;2.9
499;RMR Montréal;31;35;Services de conseils en gestion et de conseils scientifiques et techniques ET Services de recherche et de développement scientifiques;5416, 5417;31400;5.1
499;RMR Montréal;32;36;Publicité, relations publiques et services connexes ET Autres services professionnels, scientifiques et techniques;5418, 5419;25800;1.5
499;RMR Montréal;33;37;Gestion de sociétés et d'entreprises ET Services administratifs, de soutien et autres;55, 56;96100;1.6
499;RMR Montréal;34;38;Services d'enseignement;61;168600;1.7
499;RMR Montréal;35;39;Soins de santé;621,  622, 623;224700;2.1
499;RMR Montréal;36;40;Assistance sociale;624;62000;1.9
499;RMR Montréal;37;41;Industrie de l'information et industrie culturelle;51;63300;1.1
499;RMR Montréal;38;42;Arts, spectacles et loisirs;71;43500;5
499;RMR Montréal;39;43;Hébergement et restauration;72;98900;3.6
499;RMR Montréal;40;44;Autres services (sauf les administrations publiques);81;68300;2.6
499;RMR Montréal;41;45;Administrations publiques;91;85000;1.1
499;RMR Montréal;BD;14;Biens durables;;131100;2.9
499;RMR Montréal;BN;7;Biens non Durables;;100200;1.6
499;RMR Montréal;CO;25;Commerce;;339600;1
499;RMR Montréal;FB;6;Fabrication;;231300;2.3
